"ORDER_ID","ORDER_STATUS","STATUS_TIME"
"2236626",packed,2019-06-10 13:55:35
"2237364",started_dispatch,2019-06-10 13:55:37
"2237544",in_progress,2019-06-10 13:55:48
"2237365",in_dispatch_buffer,2019-06-10 13:56:02
"2237546",in_progress,2019-06-10 13:56:08
"2237353",packed,2019-06-10 13:56:23
"2237549",in_progress,2019-06-10 13:56:53
"2236821",in_progress,2019-06-10 13:57:27
"2235978",packed,2019-06-10 13:57:56
"2236821",in_progress,2019-06-10 13:58:18
"2235997",in_dispatch_buffer,2019-06-10 13:58:30
"2237584",in_progress,2019-06-10 13:58:33
"2237365",packed,2019-06-10 13:58:50
"2237438",picked,2019-06-10 13:58:52
"2237364",in_dispatch_buffer,2019-06-10 13:59:02
"2237445",picked,2019-06-10 13:59:43
"2237438",started_dispatch,2019-06-10 13:59:53
"2235997",packed,2019-06-10 14:00:00
"2237617",in_progress,2019-06-10 14:00:22
"2237364",packed,2019-06-10 14:00:33
"2237445",started_dispatch,2019-06-10 14:02:42
"2237438",in_dispatch_buffer,2019-06-10 14:02:54
"2237438",packed,2019-06-10 14:03:59
"2239046",in_progress,2019-06-10 14:08:27
"2238192",in_progress,2019-06-10 14:16:30
"2237527",picked,2019-06-10 14:18:00
"2237584",in_progress,2019-06-10 14:18:26
"2237527",started_dispatch,2019-06-10 14:20:46
"2237654",in_progress,2019-06-10 14:22:06
"2236821",picked,2019-06-10 14:22:30
"2237664",in_progress,2019-06-10 14:22:40
"2237544",picked,2019-06-10 14:22:48
"2236821",started_dispatch,2019-06-10 14:22:56
"2237544",started_dispatch,2019-06-10 14:23:11
"2237354",picked,2019-06-10 14:23:44
"2237584",picked,2019-06-10 14:24:24
"2238200",in_progress,2019-06-10 14:24:27
"2237499",picked,2019-06-10 14:26:04
"2237393",picked,2019-06-10 14:26:11
"2237693",in_progress,2019-06-10 14:26:15
"2237527",in_dispatch_buffer,2019-06-10 14:26:28
"2236821",in_dispatch_buffer,2019-06-10 14:26:42
"2237506",picked,2019-06-10 14:26:46
"2237743",in_progress,2019-06-10 14:26:51
"2238012",in_progress,2019-06-10 14:26:52
"2237397",picked,2019-06-10 14:27:17
"2237544",in_dispatch_buffer,2019-06-10 14:27:42
"2237513",picked,2019-06-10 14:27:43
"2237549",picked,2019-06-10 14:27:55
"2237506",started_dispatch,2019-06-10 14:27:56
"2238058",in_progress,2019-06-10 14:28:06
"2237491",picked,2019-06-10 14:28:14
"2238113",in_progress,2019-06-10 14:28:26
"2236841",in_progress,2019-06-10 14:28:27
"2236841",in_progress,2019-06-10 14:29:02
"2237617",picked,2019-06-10 14:29:16
"2237527",packed,2019-06-10 14:30:01
"2236842",in_progress,2019-06-10 14:30:17
"2236842",picked,2019-06-10 14:30:17
